historico;solicitante;orgão_solicitante;status_voo;horas_voadas;Aeronave;n_db;base;data;orgao_responsável;origem;destino;passageiro;cargo_funcao_;orgao_passageiro
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0134-2020;DTA;15/12/2020;Secretaria-Geral;BELO HORIZONTE;CONTAGEM;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na Reunião do Consórcio de Integração Sul e Sudeste - COSUD  em Foz do Iguaçu/PR.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;28/02/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Foz do Iguaçu;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reunião com empresários da região em Ubá - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;King Air PR-OSO;;;20/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;GOIANÁ - MG;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PT-MGS - PT-MGS;0041-2020;DTA;16/07/2020;Secretaria-Geral;JOAO PINHEIRO;GOIANÁ - MG;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0126-2020;DTA;05/11/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; Reunião para discutir sobre os recursos que serão liberados pelo Governo Federal, em Brasília - DF.";Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;29/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Governador Valadares / Brasília / Confins;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Entrega de ambulâncias no município de Guanháes/MG.;Romeu Zema Neto;Governadoria;PLANEJADA;01:20:00;PR-TRJ - PEGASUS 21;0038-2020;EsAF;08/06/2020;Secretaria-Geral;BELO HORIZONTE;GUANHÃES;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PT-MGS - PT-MGS;0040-2020;DTA;16/07/2020;Secretaria-Geral;UBERLANDIA;JOAO PINHEIRO;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0102-2020;DTA;03/12/2020;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:05:00;PT-MGS - PT-MGS;0057-2020;DTA;17/09/2020;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Participação do Governador de Minas Gerais e sua comitiva no lançamento da CNN BRASIL na capital paulista.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;PT-MGS Citation;;;09/03/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;SÃO PAULO;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:15:00;PT-MGS - PT-MGS;0039-2020;DTA;16/07/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0191-2020;EsAF;08/12/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na Reinauguração da Fábrica de Margarina  BRFoods,  em Uberlândia - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;King Air - PT-WGS;;;20/02/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;UBERLANDIA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0128-2020;DTA;05/11/2020;Secretaria-Geral;MARIANA;BELO HORIZONTE;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Visita nas regiões afestadas pelas chuvas para avaliações dos danos causados  em Manhuaçu - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;King Air - PT-WGS;;;26/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;MANHUAÇU;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Sobrevoo nas regiões afetadas pelas chuvas  em Manhuaçu - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Dauphin - PR-DTG;;;26/01/2020 00:00;Gabinete Militar do Governador;MANHUAÇU;MANHUAÇU;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Arlen de Paulo Santiago Filho;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N3;0077-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;ALÉM PARAÍBA;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades visitadas. Realizado check do VOR radial 090 BHZ. Sem desvios.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:41:00;PR-DTG - N3;0082-2020;DTA;24/07/2020;Secretaria-Geral;CORONEL FABRICIANO;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PT-MGS - PT-MGS;0042-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Entrega de ambulâncias no município de Guanháes/MG.;Romeu Zema Neto;Governadoria;PLANEJADA;00:40:00;PR-TRJ - PEGASUS 21;0039-2020;EsAF;08/06/2020;Secretaria-Geral;GUANHÃES;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:50:00;PT-MGS - PT-MGS;0051-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
O Governador Romeu Zema realiza entrega de respiradores na cidade de Teófilo Otoni - MG.;Romeu Zema Neto;Governo de Minas Gerais;PLANEJADA;00:56:00;PR-TRJ - PEGASUS 21;0035-2020;DTA;19/05/2020;Gabinete Militar do Governador;TEOFILO OTONI;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PT-MGS - PT-MGS;0041-2020;DTA;16/07/2020;Secretaria-Geral;JOAO PINHEIRO;GOIANÁ - MG;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Entrega de ambulâncias no município de Guanháes/MG.;Romeu Zema Neto;Governadoria;PLANEJADA;01:20:00;PR-TRJ - PEGASUS 21;0038-2020;EsAF;08/06/2020;Secretaria-Geral;BELO HORIZONTE;GUANHÃES;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PT-MGS - PT-MGS;0040-2020;DTA;16/07/2020;Secretaria-Geral;UBERLANDIA;JOAO PINHEIRO;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
O Governador Romeu Zema realiza entrega de respiradores na cidade de Teófilo Otoni - MG.;Romeu Zema Neto;Governo de Minas Gerais;PLANEJADA;01:44:00;PR-TRJ - PEGASUS 21;0034-2020;DTA;19/05/2020;Gabinete Militar do Governador;BELO HORIZONTE;TEOFILO OTONI;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:15:00;PT-MGS - PT-MGS;0039-2020;DTA;16/07/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Carolina Abreu de Sousa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Carolina Abreu de Sousa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; Reunião para discutir sobre os recursos que serão liberados pelo Governo Federal, em Brasília - DF.";Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;29/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Governador Valadares / Brasília / Confins;Carolina Abreu de Sousa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Participação do Governador de Minas Gerais e sua comitiva no lançamento da CNN BRASIL na capital paulista.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;PT-MGS Citation;;;09/03/2020 00:00;Gabinete Militar do Governador;SÃO PAULO;BELO HORIZONTE;Carolina Abreu de Souza;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Reunião do Goverandor e do Vice-governador de Minas Geraise comitiva com investidores na capital paulista.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;05/03/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;SÃO PAULO;Carolina Abreu de Souza;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Participação do Governador de Minas Gerais e sua comitiva no lançamento da CNN BRASIL na capital paulista.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;PT-MGS Citation;;;09/03/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;SÃO PAULO;Carolina Abreu de Souza;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:45:00;PR-DTG - N3;0088-2020;DTA;07/08/2020;Secretaria-Geral;OLIVEIRA;BELO HORIZONTE;Caroline Fátima Lopes Teixeira;Comunicação Redes Sociais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Caroline Fátima Lopes Teixeira;Comunicação Redes Sociais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Caroline Fátima Lopes Teixeira;Comunicação Redes Sociais;Secretaria-Geral do Estado de Minas Gerais
