Histórico;Solicitante;Órgão;Despacho;Horas Voadas;Aeronave;Número DB;Base;Data;Órgãos;Origem;Destino;Nome;Cargo/Função;Órgão
Traslado do Exmo. Governador de Minas Gerais e Comitiva de São Paulo/SP (Guarulhos) para Belo Horizonte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PEGASUS 100;0155-2025;DTA;25/10/2025;Secretaria-Geral;SAO PAULO;BELO HORIZONTE;Frederico Papatella Padovani;Secretário Adjunto;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo. Governador de Sete Lagoas/MG para Belo Horizonte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 93;0130-2025;DTA;15/08/2025;Secretaria-Geral;SETE LAGOAS;BELO HORIZONTE;Frederico Papatella Padovani;Secretário Adjunto;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:36:00;PP-LCE - PÉGASUS 24;0127-2025;DTA;15/09/2025;Secretaria-Geral;BELO HORIZONTE;BRASILIA;Frederico Papatella Padovani;Secretário Adjunto;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo. Governador para evento em Sete Lagoas/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 88;0129-2025;DTA;15/08/2025;Secretaria-Geral;BELO HORIZONTE;SETE LAGOAS;Frederico Papatella Padovani;Secretário Adjunto;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:18:00;PT-MGS - PT-MGS;0024-2025;DTA;11/06/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Luiz ClÃ¡udio Fernandes LourenÃ§o Gomes;Secretário de Estado;Secretaria de Estado da Fazenda
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:18:00;PT-MGS - PT-MGS;0023-2025;DTA;11/06/2025;Secretaria-Geral;BELO HORIZONTE;BRASILIA;Luiz ClÃ¡udio Fernandes LourenÃ§o Gomes;Secretário de Estado;Secretaria de Estado da Fazenda
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ponte Nova,  Viçosa e Araxá.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:10:00;PR-OSO - PEGASUS 16;0009-2025;EsAF;30/01/2025;Secretaria-Geral;BELO HORIZONTE;PONTE NOVA;Luiz Cláudio Fernandes Lourenço Gomes;Secretário de Estado;Secretaria de Estado da Fazenda
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0074-2025;DTA;26/04/2025;Secretaria-Geral;UBERABA;ARAXA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Belo Horizonte/MG (retorno de Carbonita/MG);Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:28:00;PR-DTG - N37;0039-2025;DTA;10/04/2025;Secretaria-Geral;CARBONITA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:42:00;PP-LCE - PÉGASUS 24;0054-2025;DTA;21/03/2025;Secretaria-Geral;GOVERNADOR VALADARES;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades do Rio de Janeiro /RJ, Patos de Minas, Uberlândia e Nova Ponte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:12:00;PP-LCE - PÉGASUS 24;0027-2025;DTA;08/02/2025 00:00;Secretaria-Geral;NOVA PONTE;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0078-2025;DTA;29/04/2025;Secretaria-Geral;RIBEIRAO PRETO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;22/02/2025 00:00;Secretaria-Geral;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:48:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;24/03/2025;Secretaria-Geral;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;07/04/2025;Secretaria-Geral;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0131-2025;DTA;16/09/2025;Secretaria-Geral;SÃO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PT-WGS - PÉGASUS 19;0055-2025;DTA;31/03/2025;Secretaria-Geral;UBERLANDIA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:00:00;PP-LCE - PÉGASUS 24;0070-2025;DTA;08/04/2025;Secretaria-Geral;BELO HORIZONTE;BRASILIA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:00:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:42:00;PP-LCE - PÉGASUS 24;0052-2025;DTA;20/03/2025;Secretaria-Geral;SAO PAULO;IPATINGA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades do Rio de Janeiro /RJ, Patos de Minas, Uberlândia e Nova Ponte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:30:00;PP-LCE - PÉGASUS 24;0024-2025;DTA;07/02/2025 00:00;Secretaria-Geral;RIO DE JANEIRO;PATOS DE MINAS;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;04:24:00;PP-LCE - PÉGASUS 24;0065-2025;DTA;03/04/2025;Secretaria-Geral;BELO HORIZONTE;PORTO ALEGRE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0075-2025;DTA;27/04/2025;Secretaria-Geral;ARAXA;RIBEIRAO PRETO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0041-2025;DTA;22/02/2025 00:00;Secretaria-Geral;BELO HORIZONTE;RIBEIRAO PRETO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0077-2025;DTA;29/04/2025;Secretaria-Geral;SAO PAULO;RIBEIRAO PRETO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades do Rio de Janeiro /RJ, Patos de Minas, Uberlândia e Nova Ponte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0023-2025;DTA;07/02/2025 00:00;Secretaria-Geral;BELO HORIZONTE;RIO DE JANEIRO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:42:00;PP-LCE - PÉGASUS 24;0051-2025;DTA;17/03/2025;Secretaria-Geral;BELO HORIZONTE;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:48:00;PP-LCE - PÉGASUS 24;0055-2025;DTA;24/03/2025;Secretaria-Geral;BELO HORIZONTE;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;04:24:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;05/04/2025;Secretaria-Geral;PORTO ALEGRE;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;22/02/2025 00:00;Secretaria-Geral;RIBEIRAO PRETO;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0076-2025;DTA;27/04/2025;Secretaria-Geral;RIBEIRAO PRETO;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e Comitiva para as cidades de Brasília/DF e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:00:00;PP-LCE - PÉGASUS 24;0128-2025;DTA;15/09/2025;Secretaria-Geral;BRASILIA;SÃO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0073-2025;DTA;26/04/2025;Secretaria-Geral;BELO HORIZONTE;UBERABA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
TRaslado do Exmo. Governador de Minas e comitiva até as cidades de Araxá e Uberlândia.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0060-2025;DTA;31/03/2025;Secretaria-Geral;ARAXA;UBERLANDIA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades do Rio de Janeiro /RJ, Patos de Minas, Uberlândia e Nova Ponte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0025-2025;DTA;08/02/2025 00:00;Secretaria-Geral;PATOS DE MINAS;UBERLANDIA;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PT-MGS - PT-MGS;0022-2025;DTA;06/06/2025;Secretaria-Geral;SAO PAULO;BELO HORIZONTE;Aluósio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP(Congonhas);Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PT-MGS - PT-MGS;0025-2025;DTA;12/06/2025;Secretaria-Geral;BELO HORIZONTE;SAO PAULO;Aluósio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PT-MGS - PT-MGS;0020-2025;DTA;05/06/2025;Secretaria-Geral;BELO HORIZONTE;SAO PAULO;Aluósio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:30:00;PP-LCE - PÉGASUS 24;0117-2025;DTA;05/09/2025;Secretaria-Geral;GOIANIA;ARAÇUAÍ;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0118-2025;DTA;05/09/2025;Secretaria-Geral;ARAÇUAÍ;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:48:00;PT-MGS - PT-MGS;0036-2025;DTA;14/07/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:18:00;PT-MGS - PT-MGS;0024-2025;DTA;11/06/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:48:00;PT-MGS - PT-MGS;0008-2025;DTA;20/05/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:30:00;PP-LCE - PÉGASUS 24;0145-2025;DTA;29/09/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:12:00;PT-MGS - PT-MGS;0032-2025;DTA;04/07/2025;Secretaria-Geral;CAMPINAS;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:42:00;PP-LCE - PÉGASUS 24;0054-2025;DTA;21/03/2025;Secretaria-Geral;GOVERNADOR VALADARES;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Governador Valadares/MG para Belo Horizonte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PP-LCE - PÉGASUS 71;0126-2025;DTA;08/08/2025;Secretaria-Geral;GOVERNADOR VALADARES;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Ipatinga/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0022-2025;DTA;06/02/2025 00:00;Secretaria-Geral;IPATINGA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para a cidade de Mariana/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:05:00;PR-DTG - N21;0072-2025;DTA;16/07/2025;Secretaria-Geral;MARIANA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Vitória da Conquista/BA,  Salinas/MG e Maringá/PR.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:36:00;PP-LCE - PÉGASUS 24;0086-2025;DTA;16/05/2025;Secretaria-Geral;MARINGA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Montes Claros/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:00:00;PP-LCE - PEGASUS 100;0149-2025;DTA;02/10/2025;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva para as cidades de São Paulo (Congonhas), São José dos Campos/SP, e Pará de Minas/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:24:00;PP-LCE - PÉGASUS 24;0122-2025;DTA;11/09/2025;Secretaria-Geral;PARA DE MINAS;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva para Barbacena,  São João Del Rei,  Passos e Araxá.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PR-XAA - PEGASUS 23;0052-2025;EsAF;24/04/2025;Secretaria-Geral;PASSOS;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PP-LCE - PÉGASUS 24;0143-2025;DTA;29/09/2025;Secretaria-Geral;POÇOS DE CALDAS;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PP-EJO;0039-2025;EsAF;11/07/2025;Secretaria-Geral;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;03/09/2025;Secretaria-Geral;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PP-LCE - PÉGASUS 97;0147-2025;DTA;01/10/2025;Secretaria-Geral;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0133-2025;DTA;18/09/2025;Secretaria-Geral;SÃO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Uberlândia/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PEGASUS 100;0153-2025;DTA;06/10/2025;Secretaria-Geral;UBERLANDIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:48:00;PT-MGS - PT-MGS;0035-2025;DTA;14/07/2025;Secretaria-Geral;BELO HORIZONTE;BRASILIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:18:00;PT-MGS - PT-MGS;0023-2025;DTA;11/06/2025;Secretaria-Geral;BELO HORIZONTE;BRASILIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:48:00;PT-MGS - PT-MGS;0007-2025;DTA;19/05/2025;Secretaria-Geral;BELO HORIZONTE;BRASILIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:39:00;PP-LCE - PÉGASUS 24;0144-2025;DTA;29/09/2025;Secretaria-Geral;BELO HORIZONTE;BRASILIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:12:00;PT-MGS - PT-MGS;0031-2025;DTA;03/07/2025;Secretaria-Geral;BELO HORIZONTE;CAMPINAS;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0116-2025;DTA;04/09/2025;Secretaria-Geral;BELO HORIZONTE;GOIANIA;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador para evento em Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PP-LCE - PÉGASUS 67;0125-2025;DTA;08/08/2025;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
